"","FattyAcid","D1m_PreD.pvalue","D1m_PreD.FC","D1m_NonD.pvalue","D1m_NonD.FC","D1m_Dexit.pvalue","D1m_Dexit.FC","D1m_D6d.pvalue","D1m_D6d.FC","D6d_PreD.pvalue","D6d_PreD.FC","D6d_NonD.pvalue","D6d_NonD.FC","D6d_Dexit.pvalue","D6d_Dexit.FC","NonD_PreD.pvalue","NonD_PreD.FC","NonD_Dexit.pvalue","NonD_Dexit.FC","PreDY_Dexit.pvalue","PreDY_Dexit.FC","NfurY_NfurO.pvalue","NfurY_NfurO.FC","Nfur_Ast.pvalue","Nfur_Ast.FC","D6d.mean.FC","D1m.mean.FC"
"DG_MUFA","DG_MUFA",0.599397517182192,-0.0764164490009971,0.00781173092937784,-0.543071331081972,0.044484060634821,-0.380050058468671,0.0029540267517504,-0.51969892351874,0.00609544258142399,0.443282474517743,0.801355418153978,-0.0233724075632312,0.265207231867408,0.139648865050069,0.0129037004629765,0.466654882080975,0.251876271178248,0.163021272613301,0.0837971145624581,-0.303633609467674,0.00656396841188324,-0.982485830087219,0.378482669512612,-0.155550431089837,0.209955033477256,-0.309743890041485
"DG_PUFA","DG_PUFA",0.0823101965128737,0.353958163556446,0.000351871667883985,-0.968115042182436,0.000932712279670497,-0.896531405281225,0.00331003679152921,-0.66705947741953,3.7551475092189e-06,1.02101764097598,0.00387887336231954,-0.301055564762906,0.079234009236845,-0.229471927861695,0.00014117662347537,1.32207320573888,0.467093456355322,0.0715836369012103,0.0013546363561547,-1.25048956883767,0.0120038198115626,-1.22825896009104,0.238967138009534,0.105492673969396,0.359981038106537,-0.307078439312995
"DG_PUFA_2","DG_PUFA_2",0.249828732587997,-0.29541430111665,0.158426337942099,-0.378635749805183,0.143420845532685,-0.371185345239025,0.011834662312105,-0.564845405308468,0.193977223315987,0.269431104191819,0.344308914488654,0.186209655503286,0.305833566729774,0.193660060069443,0.731666522614315,0.0832214486885332,0.974237338252445,0.00745040456615773,0.75191958069007,-0.0757710441223755,0.0154721472345351,-0.771029096545492,0.185775106852447,0.338475190017875,0.227820379847552,-0.337025025460917
"DG_PUFA_4","DG_PUFA_4",0.00929904955055283,1.5985118525621,0.541960374725281,-0.135381408506832,0.00535491394416907,-0.838437882198997,0.594778509672462,-0.111148362649904,0.000133922087526201,1.70966021521201,0.821923287600743,-0.0242330458569272,0.000130194798989984,-0.727289519549093,0.000601296825515647,1.73389326106894,0.000990191174936862,-0.703056473692166,1.7632875206452e-06,-2.4369497347611,0.00189009971038127,-1.14769880600456,0.982325739155219,0.0081736463088675,0.842713584677541,0.731565222027634
"DG_PUFA_6","DG_PUFA_6",0.174285960639464,0.23739981069807,0.000116113934697216,-1.11364249490069,0.00119046222199855,-0.931761022138785,0.0010900768674705,-0.761532002715417,1.64076813980368e-05,0.998931813413487,0.00413173336375148,-0.352110492185275,0.17494254675659,-0.170229019423369,0.000323205533448375,1.35104230559876,0.124331543802838,0.181881472761906,0.00193035181013932,-1.16916083283686,0.0136075644747752,-1.26514557102046,0.257255247859194,0.096188176371824,0.323410660614106,-0.43812134210131
"DG_SFA","DG_SFA",0.854071302102441,-0.0396045307953255,0.000404405586707427,1.37028280270981,0.000142876139218273,1.77667337218398,0.282101613392319,-0.298110554011869,0.389607347854529,0.258506023216544,0.0135260031021349,1.66839335672168,0.0105885471774918,2.07478392619585,0.0116263681326801,-1.40988733350514,0.171122477100983,0.406390569474168,0.00835787960493031,1.81627790297931,0.179394473873273,-1.17623588954348,0.0586196378549045,-1.09003576644179,0.963449689969112,0.665339135957242
"DG_VeryLongChainFA","DG_VeryLongChainFA",0.762776008795924,0.0510893043945132,0.00325576564992658,-0.570618480857561,0.04333102127346,-0.368265175773394,0.00275348095003648,-0.640047570851191,0.00312459161177197,0.691136875245704,0.267530511939512,0.0694290899936295,0.046193835108633,0.271782395077797,0.00336322599741277,0.621707785252074,0.109561785070041,0.202353305084167,0.0323957999349649,-0.419354480167907,0.0174456187721685,-1.10125775592721,0.377393570630949,-0.231421865002949,0.380282982619667,-0.259764588231524
"Hex1Cer_DLinked","Hex1Cer_DLinked",0.897604356936335,-0.028915441756402,0.0252100342539496,0.794767139975038,0.0142846143013718,1.05679094002209,0.655823353218237,-0.0811234404996174,0.763855315672586,0.0522079987432155,0.000824454623363185,0.875890580474656,0.000369178608737753,1.13791438052171,0.0195157967240726,-0.82368258173144,0.0847819515878383,0.26202380004705,0.011248857877663,1.08570638177849,0.138459602802991,-1.25406227689466,0.0239599563915534,-0.848773149400044,0.464049289608936,0.382925849109318
"Hex1Cer_LongChainFA","Hex1Cer_LongChainFA",0.962048553856577,0.0104400441531102,0.0352786173177141,0.676218370396842,0.0187177194893267,0.916266001760751,0.669157366682972,-0.0762749416883603,0.608863910668832,0.0867149858414703,0.00141414752827389,0.752493312085202,0.000614924324661805,0.992540943449111,0.0300147908690184,-0.665778326243732,0.0497715146325912,0.240047631363909,0.0154941004510271,0.905825957607641,0.13848272598125,-1.23646009272772,0.0244797674822204,-0.831107300728566,0.419604148963336,0.343329207274976
"Hex1Cer_MUFA","Hex1Cer_MUFA",0.471518764262927,-0.211201515905279,0.164065677680871,0.505922846421599,0.0781284233939961,0.791596597411969,0.491664353924159,-0.173483844591745,0.831099773085518,-0.0377176713135338,0.000209430742240135,0.679406691013344,3.95189745111529e-05,0.965080442003714,0.0336994610361355,-0.717124362326878,0.014396396060599,0.28567375099037,0.0171811683014601,1.00279811331725,0.150393476008995,-1.27556611317111,0.0371156940405537,-0.838786821675373,0.320844509849905,0.14736066525816
"Hex1Cer_PUFA","Hex1Cer_PUFA",0.758099630266629,-0.0712006181847536,0.0175502055448874,0.938233679028646,0.0107376357000759,1.22991037005098,0.641870906790385,-0.0864635087712275,0.932205656956508,0.0152628905864737,0.000554820536386725,1.02469718779987,0.000216342657894545,1.3163738788222,0.0128165956852059,-1.0094342972134,0.13419341950325,0.29167669102233,0.00828997694625243,1.30111098823573,0.138436784818336,-1.27222080603692,0.0234529928866236,-0.866996543445457,0.519980039193172,0.433516530421946
"Hex1Cer_PUFA_6","Hex1Cer_PUFA_6",0.758099630266629,-0.0712006181847536,0.0175502055448874,0.938233679028646,0.0107376357000759,1.22991037005098,0.641870906790385,-0.0864635087712275,0.932205656956508,0.0152628905864737,0.000554820536386725,1.02469718779987,0.000216342657894545,1.3163738788222,0.0128165956852059,-1.0094342972134,0.13419341950325,0.29167669102233,0.00828997694625243,1.30111098823573,0.138436784818336,-1.27222080603692,0.0234529928866236,-0.866996543445457,0.519980039193172,0.433516530421946
"Hex1Cer_SFA","Hex1Cer_SFA",0.606087631467706,0.102454449791313,0.0153809833475882,0.745092156789566,0.00860566484150754,0.965549058410239,0.81003564626169,-0.038364885931049,0.416784488883349,0.140819335722362,0.00259606861974768,0.783457042720615,0.00131039452834532,1.00391394434129,0.0290418644570465,-0.642637706998254,0.079662631221177,0.220456901620673,0.0150111170538947,0.863094608618926,0.132728155113787,-1.21801087166823,0.0232961888484183,-0.827542065540878,0.462138189221489,0.423773303290439
"Hex1Cer_VeryLongChainFA","Hex1Cer_VeryLongChainFA",0.758099630266629,-0.0712006181847536,0.0175502055448874,0.938233679028646,0.0107376357000759,1.22991037005098,0.641870906790385,-0.0864635087712275,0.932205656956508,0.0152628905864737,0.000554820536386725,1.02469718779987,0.000216342657894545,1.3163738788222,0.0128165956852059,-1.0094342972134,0.13419341950325,0.29167669102233,0.00828997694625243,1.30111098823573,0.138436784818336,-1.27222080603692,0.0234529928866236,-0.866996543445457,0.519980039193172,0.433516530421946
"LIPID_CLASS_Cer","LIPID_CLASS_Cer",0.984506095301542,0.00490022549322678,0.000515127134735822,1.55506738492821,0.000278144909663458,1.8909767799521,0.8650243681157,-0.0371329497113341,0.88685177065375,0.0420331752045608,0.00855563773169103,1.59220033463955,0.00727775178083483,1.92810972966343,0.0175376919919174,-1.55016715943499,0.32046449684375,0.335909395023884,0.014200190649601,1.88607655445887,0.500750587648929,-0.462931965498976,0.20605800432322,-0.923865322675208,0.817116754922055,0.779983805210718
"LIPID_CLASS_ChE","LIPID_CLASS_ChE",0.573933569989925,-0.419345590563484,0.124567838071311,-0.832973742827468,0.0662056295309413,-1.34660542535328,0.134809276845419,-1.02050887337601,0.313985750397945,0.601163282812528,0.630301849958907,0.187535130548544,0.502827267553968,-0.326096551977271,0.377860849053851,0.413628152263985,0.26326543853955,-0.513631682525814,0.139089660938221,-0.927259834789798,0.345596001589872,-2.62985453771779,0.205105985274883,1.05313729763562,0.394349206680536,-0.626159666695476
