class	nfur.D1m.1	nfur.D1m.2	nfur.D1m.3	nfur.D1m.4	nfur.D6d.1	nfur.D6d.2	nfur.D6d.3	nfur.D6d.4	pvalue	padj	FC
SM_SFA	1.82621918166387	1.98595402276822	2.04643043461857	2.00502865548025	1.65273804616199	1.65806353828056	1.42806079786146	1.68877887127655	0.00392107719178168	0.058752149960876	0.290906452450074
SM_TLinked	0.027426477836187	0.0284406008067909	0.0294355787032166	0.0301444965781009	0.019139783497935	0.0214005556641412	0.0173518439873536	0.0202743498010024	0.00021756854848103	0.0165352096845583	0.562609653263447
SM_VeryLongChainFA	0.731591077964502	0.793385758855474	0.843371637337886	0.782199835869695	0.780893805737978	0.804501293993803	0.626457867910825	0.73107028167082	0.309212085417213	0.517061224146744	0.098353014237442
ChE_LongChainFA	0.000849352621292193	0.000320687523141405	9.97527308607359e-05	0.00119716938275842	0.000762529044611832	0.000556919165354009	0.00131991509821762	0.00319765465899456	0.265298006414344	0.517061224146744	-1.24249586497033
ChE_PUFA	0.00537991479835933	0.00193621974940883	0.000907563520766005	0.00679509876267778	0.0039474673518277	0.00693689102010184	0.00729512127889138	0.0122881679731757	0.134809276845419	0.372563819645522	-1.02050887337601
ChE_PUFA_5	0.000849352621292193	0.000320687523141405	9.97527308607359e-05	0.00119716938275842	0.000762529044611832	0.000556919165354009	0.00131991509821762	0.00319765465899456	0.265298006414344	0.517061224146744	-1.24249586497033
ChE_PUFA_6	0.00453056217706714	0.00161553222626743	0.000807810789905269	0.00559792937991936	0.00318493830721587	0.00637997185474783	0.00597520618067376	0.00909051331418118	0.119780620572987	0.365188783655847	-0.97255526577741
ChE_VeryLongChainFA	0.00453056217706714	0.00161553222626743	0.000807810789905269	0.00559792937991936	0.00318493830721587	0.00637997185474783	0.00597520618067376	0.00909051331418118	0.119780620572987	0.365188783655847	-0.97255526577741
LPE_LongChainFA	0.049590298838633	0.056255290788486	0.045330142197511	0.0611892307904061	0.074669248630151	0.0356164346995936	0.0360538944066489	0.0474025086587418	0.660675347496249	0.777616416393294	0.132408377192958
LPE_MUFA	0.00799218743694083	0.00690985876626971	0.00720134671706939	0.0070981683865617	0.00623676424384107	0.00473517368401186	0.00559409370772109	0.00548446374556668	0.00433618570445476	0.058752149960876	0.405234439711487
LPE_PUFA	0.096842153564351	0.0945362849796924	0.105875406559141	0.0969783228290393	0.206791252257987	0.108492553259136	0.12433771644985	0.116254092950865	0.174666822470491	0.435235360910075	-0.495716595578287
LPE_PUFA_4	0.00318349527271678	0.0027078676787454	0.00538866627619595	0.00325597517164594	0.00738070302487085	0.00365209525104181	0.00422052203518238	0.002872239521179	0.472985141290698	0.671904125945665	-0.318394794076244
LPE_PUFA_5	0.0198502198858173	0.0196805743156425	0.0169849513031456	0.0202444262923159	0.0286101744622821	0.0148673489535616	0.0160105531442844	0.0223759622289541	0.719532349042809	0.810140126329681	-0.0928719039353614
LPE_PUFA_6	0.0738084384058169	0.0721478429853045	0.0835017889797994	0.0734779213650774	0.170800374770834	0.0899731090545324	0.104106641270383	0.0910058912007321	0.139900294363634	0.379729370415577	-0.58966016262029
LPE_SFA	0.0302144293780192	0.0373935971153397	0.0292237433864407	0.0414095859825192	0.0580165458217409	0.0251430460528136	0.0238150697478314	0.0287659740225776	0.94577713414573	0.971338678311831	0.0263365984517323
LPE_VeryLongChainFA	0.0854584715406781	0.0825844500728158	0.0969703544651401	0.0842968464077141	0.196375313693418	0.102754338296368	0.117692985498753	0.103102022060268	0.15231959371285	0.406185583234267	-0.573794132052943
