m.z	class	FattyAcid	nfur.D1m.1	nfur.D1m.2	nfur.D1m.3	nfur.D1m.4	nfur.NonD.2	nfur.NonD.3	nfur.NonD.4	pvalue	padj	FC
866.6643	PC	(20:0/22:4)	0.00150411932440021	0.00184768909770275	0.00161318426634653	0.00180742361210989	0.000978773504295818	0.00094740383645488	0.000880085441010074	0.00126519312742465	0.00326525890970074	0.855983048221446
820.5882	PC	(17:0/22:6)	0.0269172456882568	0.0277262250962888	0.0290682509107959	0.0263572639464875	0.0463077358589364	0.0402974171116547	0.040368716534758	0.0121207048192086	0.0179519717425392	-0.621161113353971
766.5759	PC	(16:1e/20:4)	0.0558897117603632	0.0602563172868899	0.0539729522400571	0.0598962125184144	0.0393044423448433	0.0573403184262535	0.055732325290107	0.364625737177128	0.390929583888911	0.179045691558651
718.5403	PC	(15:0/16:1)	0.021228455831445	0.0230901554900766	0.0215997546354948	0.0233722278230965	0.0511390124706514	0.0453265344096182	0.0442432751652812	0.00516322859938828	0.00912029314072275	-1.07117017425818
692.5611	PC	(14:0e/16:0)	0.00439371648327072	0.00437458926552882	0.0048688937020729	0.00509989782280444	0.00353684424608839	0.00501183138644447	0.00468478848451491	0.615306567491514	0.63902923033456	0.0866692060334825
726.5098	PC	(12:0/20:4)	0.00212543956486938	0.00225599964200312	0.0022155237068044	0.00225540298063848	0.00346912155565462	0.00329086940934269	0.00326885775238534	0.000589446128146807	0.00201324086139248	-0.595058509233808
892.6799	PC	(24:1/20:4)	0.00144969766522208	0.00176842727809102	0.0012020864560685	0.00176794597611635	0.000608634638698102	0.000543708447146434	0.000521662570307485	0.00460713443693796	0.00823931511336208	1.47116798570064
742.5406	PC	(15:0/18:3)	0.00797194206747988	0.00742958624111018	0.00926990539754856	0.00743969239918217	0.0130102054049175	0.0103945367625413	0.0101323854989642	0.0558395963116994	0.0709937050452579	-0.477723372030559
702.5443	PC	(16:2e/15:0)	0.00176750084374916	0.00164208325954281	0.00184181867233693	0.00159979408010133	0.00050129166886229	0.000456287471658406	0.000452495325427864	8.41128140279318e-05	0.000710835742079188	1.86554718617573
890.6667	PC	(22:0/22:6)	0.00382331645590991	0.00435271542745064	0.00277689428678639	0.00429382814967445	0.0024412588985863	0.00194383771078006	0.00198565736294798	0.0130106123677202	0.0188807203046714	0.84392863058279
878.5709	PC	(22:6/22:6)	0.0635441789248175	0.065902148395817	0.0506708256973577	0.0619093373018943	0.0886052362297455	0.0870618007058091	0.0934890060109816	0.000992511064912807	0.00289035316876635	-0.568315353394893
788.6186	PC	(18:0/18:1)	1.29305696158121	1.40578571858032	1.28070737942788	1.37945574151605	0.468929184648028	0.502443666737914	0.497875516764721	2.84718707380015e-05	0.00035444737616331	1.45184958251348
834.603	PC	(18:0/22:6)	0.506360026916278	0.53554383048379	0.445328643304542	0.544567305993091	0.396280288221785	0.421281319470414	0.425671296462458	0.0187735736714196	0.0259340072191726	0.293624168439664
764.5577	PC	(14:0e/22:6)	0.0639829021692992	0.0670360961483078	0.0413202667198339	0.0574283953589572	0.0615928871240955	0.0649247942360167	0.0578338857924437	0.548866005099079	0.574177786887629	-0.0973214257881375
734.5719	PC	(16:0/16:0)	0.133876719480061	0.143716839963637	0.147794485066222	0.146868549188698	0.633242801772198	0.616626627485291	0.607266629594341	2.87834296188302e-05	0.00035444737616331	-2.11338292807655
880.5867	PC	(22:5/22:6)	0.0408110744824651	0.0435729488748436	0.0320654758616812	0.0405291601164787	0.0802040180580702	0.0821830677049943	0.0898168730430291	0.000178854952734989	0.00107064561984417	-1.09905997745565
692.5238	PC	(15:0/14:0)	0.00426389929111463	0.00524528423397028	0.00417205549297872	0.00506207995138394	0.015379969046588	0.0159792988903484	0.0149593484370691	3.03489074536609e-06	0.000159453138465856	-1.72025321662607
884.6122	PC	(22:3/22:6)	0.0032854340203666	0.00289728937727359	0.00305869188994701	0.0027441170450543	0.00221235186178552	0.00182778761489066	0.00214849181421929	0.00291065973233418	0.00570224702107286	0.538564211782619
774.5089	PC	(22:6/14:2)	0.000167186603503687	0.000165023965582242	0.000166120839832017	0.000174002138048143	0.000352387555942478	0.000328285191310074	0.000326562271112396	0.00151611439138543	0.00371834391496518	-0.998188804604765
792.5552	PC	(15:0/22:6)	0.0163509972838248	0.017236660650277	0.0149879670095196	0.0177382644941326	0.0353335084318608	0.0346365330864202	0.0349037145786108	1.92216714004291e-05	0.000285673805985687	-1.0763082188644
814.6338	PC	(20:0/18:2)	0.150478523945793	0.151863635121919	0.166257372576028	0.151438078735868	0.0925467635720909	0.0895915149432797	0.100470278226484	6.57768516740891e-05	0.000644314160716646	0.718513082347284
766.5407	PC	(15:0/20:5)	0.00767618901581604	0.00781621137422067	0.00733939769397733	0.00742623925949175	0.0085025512510915	0.00883343852704006	0.00856428544897567	0.000893192243145532	0.00267337400552586	-0.190686516291858
802.6341	PC	(16:1/21:0)	0.0188654491316965	0.0203569928881707	0.0245203334006154	0.0192426512060348	0.00917002739826251	0.00914087578715823	0.00893937891524976	0.00284679559480835	0.00562829771267156	1.19154933743545
836.6195	PC	(18:0/22:5)	0.0389646508563537	0.0445130587751258	0.0401659977673638	0.0420145131792365	0.0185544061278841	0.0182741475781715	0.0181587211486275	0.000283011793364045	0.00140204693034372	1.17600260367191
764.5248	PC	(22:6/13:0)	0.000539386991771985	0.000517608305473322	0.000415512371139826	0.000491030658126242	0.000599641721945227	0.000628658964828824	0.000613379610890193	0.0156847189636408	0.0222372166885828	-0.322604382657039
744.5558	PC	(15:0/18:2)	0.0233708429177295	0.0242167309625342	0.0293650633279734	0.025811217388919	0.0490045596186335	0.036409370609169	0.0373807273683705	0.0519924217654033	0.0663413537022952	-0.671952383489446
858.6017	PC	(20:2/22:6)	0.00350614004307835	0.00317672761190544	0.00319265776577806	0.00329726294895391	0.00824973394418062	0.00679077625278825	0.00752823902050566	0.00814826401991245	0.0130553969984471	-1.19180320187542
840.6504	PC	(16:1/24:2)	0.00269866433841242	0.00258319325805125	0.00329921797643788	0.00259966600524718	0.00238353492768987	0.00197993476349338	0.00224225964188774	0.0360942716072137	0.0467166097979253	0.344188618683667
746.5727	PC	(17:1/16:0)	0.105517791082058	0.116577279353421	0.125334563801165	0.122672997823744	0.178784147545804	0.156680840591507	0.1539814670489	0.0122929703230775	0.0181447609905699	-0.473212780687154
702.5091	PC	(18:0/12:2)	0.000963562184170259	0.00101350203951423	0.000917691860486038	0.000945232969406246	0.00143624969123613	0.00147702343804354	0.00144934879573733	8.90441482498764e-06	0.000238354585456073	-0.599130752746823
770.5708	PC	(17:1/18:2)	0.0173580058784738	0.0179901001432854	0.019451955227466	0.0182286315040394	0.0172630156363037	0.017056852632738	0.0166954956531952	0.0588319049653469	0.0739258047815292	0.102494108243357
778.5402	PC	(16:1/20:5)	0.0239417312967096	0.0258520406633539	0.0233382818493169	0.0255702138297323	0.0237461712305238	0.0216542501050376	0.0229058009497113	0.0802869248911121	0.0980273785497714	0.116028725710438
800.6198	PC	(19:0/18:2)	0.018938853110704	0.0200523873132053	0.0210613243727425	0.0194202466214898	0.0150950867534106	0.0140484419917208	0.0140611147962067	0.000223833348362913	0.00122116674866349	0.464237504159421
818.5698	PC	(17:1/22:6)	0.0197472100304171	0.0204081219402157	0.0199121228180483	0.0200881939691036	0.038858672084273	0.0381381400952117	0.0408204157771062	0.00130743648430162	0.00333434985049702	-0.970711914376375
852.5561	PC	(20:5/22:6)	0.0510504987421867	0.054584284496182	0.0397684833802208	0.0501652991524058	0.0492477101591282	0.0603251183580895	0.060282514395448	0.180789753846086	0.205594680495153	-0.211669598230559
706.5397	PC	(16:0/14:0)	0.0661678575569698	0.0752860443715181	0.0585150780656304	0.0758812932883411	0.376895034427035	0.416329484519489	0.391875170936273	0.000368327722269346	0.00152643507978931	-2.51808860730812
778.5391	PC	(16:1/18:2)	0.01317461906096	0.0136831043199519	0.0209311643740805	0.0156375811059029	0.0375707294400956	0.0175329283005026	0.0198498047948684	0.28331490801222	0.310660291844107	-0.655947600141985
700.4935	PC	(8:0/22:3)	0.000107265413816837	0.000100860909349701	8.44676135275002e-05	8.68279022235759e-05	0.000194508028858449	0.00019459437606173	0.000198938445768694	0.000173580721852399	0.00107064561984417	-1.04715116022612
826.5405	PC	(18:4/22:6)	0.00796450569558426	0.00879289972222309	0.00632439376514976	0.00823948260694725	0.00711459252955997	0.0085044332020797	0.00840711147974151	0.807523697107246	0.826704782549223	-0.0324989633250973
704.5244	PC	(16:1/14:0)	0.0311988498758519	0.0349711655605427	0.026752829453413	0.035662381630185	0.0819867671743235	0.081436085596859	0.0815351055524689	0.000142797779695621	0.000932512773466857	-1.34484676537404
720.5558	PC	(15:0/16:0)	0.0147608486734654	0.0171461986222804	0.0167314435166883	0.0160457906028879	0.0674038672073712	0.0649051786189602	0.0600799162677105	0.00120169976537161	0.00322479095609869	-1.98757645097503
776.5254	PC	(22:6/14:1)	0.00171485260496592	0.00173705513752632	0.0016083369821662	0.00164108468271148	0.00480927583067749	0.00429295783361781	0.00445916125329049	0.00207185673355973	0.0045793346264833	-1.4320238497904
566.3842	PC	(4:0/16:0)	2.47929236298981e-05	1.48755582199734e-05	1.96220830265017e-05	1.58066322115386e-05	2.73590387019828e-05	3.84000664218308e-05	5.00484056897864e-05	0.080750811218005	0.0983152532061021	-1.03993535608194
832.5856	PC	(18:1/22:6)	0.660507818026087	0.68907071420753	0.579732645894885	0.69367524082058	0.906553137890663	0.857895121823816	0.900784191574659	0.000900147374376516	0.00267561047142261	-0.438088526272344
780.5551	PC	(25:1/11:4)	0.44527720896221	0.465495679428623	0.397279611524158	0.458322127063006	0.58220612458027	0.627642976311899	0.63816209538926	0.00096655301514338	0.00283390713963807	-0.480219642870817
844.6817	PC	(18:0/22:1)	0.0163986892952219	0.0181131739342671	0.0154934154685144	0.0180813660775316	0.00543695117252038	0.00443210864117848	0.00443967492986326	4.05146206616467e-05	0.000447738500132558	1.83543823472673
748.5887	PC	(16:0/17:0)	0.00405429777259452	0.00412348729593615	0.00719712992503495	0.00477766763116456	0.0169717323267471	0.0116311821680012	0.0117583904300762	0.0266433916099286	0.0359978112347311	-1.41704558130217
856.5835	PC	(18:1/22:5)	0.0541147290703586	0.056836225959845	0.0458639019113127	0.0531487355191459	0.0346349993279969	0.0324122281998091	0.0329472964841193	0.00247936038621867	0.00519259899268361	0.655180691964627
806.5711	PC	(18:1/20:5)	0.787079082629144	0.793060886944269	0.60031868813765	0.80676232366311	1.46220304258443	1.63929631321969	1.68641506271089	0.000610934607652218	0.00204378654012757	-1.09563089858166
740.5246	PC	(11:0/22:4)	0.00137773755687022	0.00136947770669459	0.00145108876476836	0.00116551492933641	0.00163673818665769	0.00145353519871519	0.00142252204810552	0.136595315412694	0.160816421441522	-0.165798337972812
762.5438	PC	(14:1e/22:6)	0.00233002600214707	0.00237707296900696	0.00194714498534105	0.00238556470975966	0.000613311812657126	0.000736150533993588	0.000825642808073691	9.61115554059018e-05	0.000732101059328722	1.64016958880351
816.6502	PC	(20:0/18:1)	0.148129443709023	0.152368290840029	0.162407556535578	0.145936020320701	0.0660043687527803	0.0639633803643591	0.0595932857591501	1.33702044403166e-05	0.000246529458361397	1.26836631109636
862.635	PC	(20:0/22:6)	0.0568933234760782	0.060858933228205	0.0549001676023593	0.0608868578466972	0.0436403845890685	0.03784750695413	0.0420703325301731	0.00108466779391486	0.003035661163489	0.503436697511685
716.5237	PC	(11:0/20:2)	0.00517861906611501	0.00543391568984819	0.00460585023401086	0.00547523585895907	0.00477264811462298	0.0068677291690681	0.00695372563490676	0.284711868395412	0.310660291844107	-0.2606965437557
744.591	PC	(16:0e/18:2)	0.00448736101225028	0.00447972906147651	0.00481280203706619	0.00487037418826317	0.00160950237051487	0.00228992027470438	0.00249914212693617	0.00526174868482932	0.00921875480959934	1.12833848766133
798.6021	PC	(19:1/18:2)	0.00542514879116021	0.00508678342356055	0.00647719664493306	0.00525420675493803	0.00684395395682677	0.00473626766836	0.00511985123597932	0.994029239644027	0.994029239644027	-0.00151874527080586
716.5601	PC	(14:0e/18:2)	0.0120905072954623	0.0112805098072982	0.0104384566120693	0.0114516457606064	0.00616864179775695	0.00657150158426587	0.00661474778859671	0.000203978762434344	0.00117158287336665	0.810536573353767
772.5868	PC	(17:0/18:2)	0.0767001198902121	0.0827849069664356	0.0929729838226266	0.0866420107886561	0.0934476958305804	0.0797104564938499	0.080306955307506	0.961824919194295	0.966308951451611	0.00488621897813006
738.5081	PC	(11:0/22:5)	0.000465321444450329	0.00051459436701098	0.000589729671977442	0.000499200448805342	0.000426459784553461	0.000411315410473631	0.000409498673896844	0.0281683850970952	0.0379392936776502	0.315010433577292
792.5914	PC	(16:0e/22:6)	0.0849537755374162	0.0936219905201176	0.0879919796542305	0.0996542178741837	0.139599691813255	0.166121386539685	0.181515589400885	0.0224678310350177	0.0307416989717226	-0.826941891774931
752.5253	PC	(14:0/20:5)	0.0201636497236068	0.0220859051840256	0.016311918313749	0.0195533124461245	0.0176236684510677	0.0190088832715608	0.0188503670853852	0.466396061768216	0.493898532241034	0.0785144641293686
768.5914	PC	(16:0e/20:4)	0.00572047600849444	0.00638110894298962	0.00750000122993425	0.00656443086422127	0.0055889910394705	0.00715517479470378	0.00714586514929917	0.896468092963874	0.906990018937629	-0.0193886867087238
806.5698	PC	(16:0/22:6)	0.329130878681649	0.332568321107519	0.260360680819991	0.31468489613254	0.352374282423577	0.3419262387623	0.36679647377864	0.0707827902525483	0.0871639502824237	-0.19404623199059
786.6016	PC	(18:1/18:1)	1.05693488000965	1.11892978260182	1.10128251391226	1.11815925708964	0.857875933468527	0.721723346676063	0.749827873911321	0.00950312098728862	0.0146804485502559	0.500951036815499
794.6072	PC	(18:1e/20:4)	0.0160290484524032	0.0175284987652902	0.0188922766076222	0.0190020433051426	0.0277807546618526	0.0353372230289153	0.0370591846849929	0.026396275034412	0.0357760834585898	-0.902547534271894
702.5083	PC	(12:0/18:2)	0.00048935540021768	0.000538953424658573	0.000405433909008263	0.000487288876265602	0.00068777083222119	0.000670735582686209	0.000643345358990287	0.00316510147148621	0.00608999434915427	-0.47449139535618
732.5555	PC	(16:0/16:1)	0.774957249552364	0.826262449453639	0.738897461535328	0.86585084712794	1.31105038293717	1.29151316496721	1.29905912614569	0.000253203602336328	0.0012991756262733	-0.698351732005482
774.6039	PC	(16:1/19:0)	0.059326994464022	0.0650514586022051	0.0874532246586738	0.0675754442683301	0.0636906466659919	0.0480304095098971	0.0477034828960832	0.093525628404445	0.11322906135482	0.394457585661353
856.5853	PC	(20:3/22:6)	0.011079401150394	0.0110253577742952	0.014066446651495	0.0119616678653358	0.0280360020379267	0.0158182229279044	0.0198130624701437	0.120015962724678	0.143287756050793	-0.818567246312349
572.3367	PC	(10:0/11:4)	0.000330583385005801	0.000266489570970558	0.000260827650616688	0.000333781262041461	2.55260895875466e-05	2.37963612735813e-05	2.89118883449583e-05	0.000797960463691867	0.00246086590421695	3.51401585072694
830.6646	PC	(16:1/23:0)	0.0030515232310843	0.00340525678934964	0.00391418589068173	0.0033052701424097	0.00144664723136954	0.00129992664764588	0.00125486452180564	0.000689563379662378	0.00220562611202675	1.35804312462608
794.5703	PC	(17:1/20:4)	0.0210276949744659	0.0209600782469681	0.0202377452120864	0.0207289396195482	0.0320802672456316	0.031070280476133	0.0313223697590289	3.17230048666721e-05	0.00037854280009067	-0.602618795887318
768.5552	PC	(15:0/20:4)	0.00531959515648687	0.00529002790630056	0.00485095085522669	0.00368081881243236	0.00488739831002928	0.00401479607772895	0.00393720827036184	0.34928171125953	0.376351043882144	0.161080221151965
724.4931	PC	(10:0/22:5)	0.000313651234083645	0.00021614927227492	0.000225284525020137	0.000314060628263517	0.000776364817754432	0.000830572359585447	0.000909190132865294	0.000340622555074475	0.00148439184100187	-1.64978400217308
848.6141	PC	(19:0/22:6)	0.0172518479365453	0.0171480564953475	0.0135561962578107	0.0153101465908359	0.00257381507891704	0.00323955920458068	0.00286047407774282	0.000438960141844931	0.00167210988669893	2.45165439686897
550.3523	PC	(8:0/11:1)	0.000464587642783434	0.000342192503367259	0.000305913853349293	0.000310245730689693	2.71333203333852e-05	2.11397552450143e-05	2.95071022804553e-05	0.00293469925105019	0.00572332749865445	3.77829071332456
750.5091	PC	(12:0/22:6)	0.000391001208857483	0.000162992736210823	0.000271349167485545	0.000375012235567386	0.00072695834250768	0.000733690370899108	0.000775821708885162	0.00221953899842983	0.00483142074910736	-1.31279961945392
728.5253	PC	(10:0/22:3)	0.00281595728659872	0.0027991265483463	0.00516153233482162	0.00333075479471651	0.00972416962373765	0.0046980558835229	0.00542578569726556	0.17808530939544	0.203054942723372	-0.907582800264898
688.5296	PC	(12:0e/18:2)	0.000397596026356092	0.000370695525756702	0.000380478856367764	0.000372604720762854	0.000138026199880966	0.00016769836408187	0.000145769461120973	4.42773010300239e-05	0.000465451627900983	1.33755962572934
690.5076	PC	(16:1/13:0)	0.000906713102069738	0.000949199424322774	0.000771983076584721	0.000871201377735707	0.00117069180028378	0.00128968663489469	0.00119118576678084	0.00144370902654231	0.00361766622348682	-0.476569444840019
804.5534	PC	(16:0/20:4)	0.0405353083278203	0.0408447262142083	0.0415964704578688	0.0384816439745451	0.020542312270599	0.0212309412568408	0.0199099135856586	4.09476604372284e-06	0.000159453138465856	0.973174010721607
828.6501	PC	(15:0/24:2)	0.00299013077463012	0.00305856745555335	0.00277428685419401	0.00296619446929047	0.00115613346674435	0.00147892019516264	0.00144608527581672	0.000489821956987848	0.00178436883478006	1.11538208936347
776.523	PC	(16:1/18:3)	0.0144599969983464	0.0136142968485765	0.0156293026619801	0.0138519820416886	0.0269074831314224	0.0245627516161579	0.0242611534163701	0.00114195804430393	0.00313492940824838	-0.810973105222759
736.5308	PC	(12:0e/22:6)	0.00299698513843136	0.00316236570199432	0.00306961459211923	0.00253136562474405	0.00068491506542185	0.000885471647947989	0.000804904444291574	0.000158192907573121	0.00101762900244799	1.89271490222377
850.6344	PC	(19:0/22:5)	0.00206251897878807	0.00241970836471948	0.0022657160229453	0.00219925443166629	0.00113343415360032	0.00119957288545312	0.00120512392959609	0.000340223143292992	0.00148439184100187	0.923410959200769
790.5766	PC	(16:1e/22:6)	0.0194322684713272	0.0185623128309934	0.0178162982765284	0.0170467028168855	0.0154719491869632	0.0195850765433248	0.0169905668253634	0.558965227891814	0.583326908526324	0.0702101905373313
802.5376	PC	(16:0/20:5)	0.104145600998892	0.104446509397919	0.0882273374212969	0.0988337425113673	0.121532356853168	0.122249413599855	0.122445561489944	0.00858790035468478	0.0136582474275614	-0.303540573958178
842.6663	PC	(16:0/24:2)	0.0103801819775984	0.0105052088715441	0.0121954726066554	0.00946318991568393	0.0053706614184782	0.00660444215450603	0.0063941560025424	0.0013767814859004	0.00347013345276651	0.796626517134799
882.5977	PC	(22:4/22:6)	0.0252033597519074	0.0228937559061026	0.0201352258911845	0.0206013136039742	0.0286306871947453	0.0269378246810139	0.0310110334138804	0.0112592698788833	0.0169676409713242	-0.377957369258413
688.4929	PC	(11:0/18:2)	0.00084544982146792	0.000802798687764055	0.000872582928632153	0.000563373163170899	0.000309801671514445	0.000484993914022856	0.000507116447863096	0.0161340776171883	0.022799303124617	0.829229002274883
760.5864	PC	(16:0/18:1)	3.49064125592511	3.73759023879321	3.27590500819582	3.67820538483761	2.83398376838683	2.93423576370585	2.88784453625237	0.00580828573594452	0.00997359024777724	0.29727519838693
738.5459	PC	(14:1e/20:4)	0.00747156021013303	0.0070060806243727	0.00781285486039473	0.00708896837009065	0.00204281598996799	0.00307516142412163	0.00279405604413022	0.000484886448134711	0.00178436883478006	1.47765014740934
836.6179	PC	(20:1/20:4)	0.176245033073318	0.185945735563799	0.168514145396636	0.190535483926103	0.105067045158199	0.107074701159191	0.10750481561679	0.000524902675498227	0.00185436928803062	0.758965131139778
718.5758	PC	(14:0e/18:1)	0.00437709867087463	0.00427271523839492	0.00428221136362361	0.00404568326891821	0.00316972910169728	0.00422732741276561	0.00380102247552643	0.234033061442104	0.261316708501417	0.185352992359536
824.6167	PC	(19:0/20:4)	0.00251164191470342	0.00276856010439108	0.00312975867457212	0.00254921245053991	0.00117892774362407	0.00118847325191713	0.0011437832127487	0.00147415360662235	0.00367260233788575	1.22707186175308
810.6016	PC	(18:0/20:4)	0.167452640056678	0.175086354947234	0.189460224098093	0.169493359399963	0.0925964463769071	0.0882930259086357	0.0868764931249982	0.000141171844443471	0.000932512773466857	0.974417744033306
