Compound	m.z	Retention.time..min.	Mode	Intensity	M27_KV_E	M12_EX_E	M9_EX_E	Y8_KV_E	M21_DEV_E	AY10_KV_E	AO13_KV_E	AO10_KV_E	M7_EX_E	AY3_KV_E	AY1_KV_E	M29_KV_E	AY2_KV_E	M8_EX_E	M18_D6_E	O9_KV_E	MA_M2_E	AO8_KV_E	M24_DEV_E	M4_D6_E	M5_D6_E	Y9_KV_E	O13_KV_E	O11_KV_E	M28_KV_E	O8_KV_E	M10_DEV_E	Y6_KV_E	M19_D6_E	M13_DEV_E	Y7_KV_E	AO3_KV_E	QC1	QC2	QC3	LipidIon	FattyAcid	Class	IonFormula	RT_LS	mz_LS	mscore	tscore
18.06_889.5779m/z	889.5779	18.06	Accucore_C18_neg	57007.56	0.00337261559143478	0.00163992262259635	0.00210397632142095	0.00238397061895564	0.00161435208457417	0.00255715244697785	0.00167808877347019	0.00134564211420002	0.00226656633446592	0.0022707736222427	0.00273620762112782	0.00348866424591687	0.00232776804772779	0.00230539650419642	0.00262340984577301	0.00286098693748422	0.00355966686648661	0.00148606968850192	0.00172459758980282	0.00310824845452012	0.00245634845652355	0.00215032936932886	0.00583333396486003	0.00389408582271987	0.0029618541983711	0.00351180940401806	0.00143333407308308	0.00148886650167511	0.00288798607216447	0.00176574715804824	0.00263665064433852	0.00136000691399875	0.00267555352355849	0.00251299007661392	0.00234435063872292	PI(20:1/18:1)-H	(20:1/18:1)	PI	C47 H86 O13 N0 P1	18.07	889.5812	3.781158541	0.053287506
17.14_909.5504m/z	909.5504	17.14	Accucore_C18_neg	7070628.02	0.180598219033643	0.333755814306909	0.35069083476133	0.319851990449707	0.367572547766304	0.677561449828428	0.749455470196934	0.839512611442412	0.382628748629825	0.729453716558739	0.638886410861877	0.212393618343088	0.676449804139974	0.364162347281487	0.235830189095357	0.297012452943738	0.133162857659396	0.73726343160838	0.406298817750592	0.19468913351991	0.192982975987326	0.317677047479839	0.370919085729787	0.343756307357624	0.224026553113974	0.288360404052577	0.388475527968634	0.2609426532031	0.204415166326058	0.38528453792239	0.299037565624314	0.733720697533291	0.605993264300318	0.603785260662843	0.619081734203411	PI(18:1/22:5)-H| PI(18:0/22:6)-H| PI(18:0/22:6)-H	(18:0/22:6)	PI	C49 H82 O13 N0 P1| C49 H82 O13 N0 P1| C49 H82 O13 N0 P1	16.7613221809453| 17.1455083903214| 17.489	909.549856529999| 909.549856529999| 909.549856529999	7.2013915624246| 100.888899654551| 4.11260192685958	0.067334934400872| 0.418184807910304| 0.810970459096726
15.70_855.5051m/z	855.5051	15.7	Accucore_C18_neg	1193014.82	0.0553915384894884	0.0395505448078289	0.0395924787999735	0.0676929084226742	0.0447847289718887	0.0387129738957633	0.0324599653052785	0.0264282561674552	0.0343219721739208	0.0340581582533543	0.0326723445413334	0.0593453317240887	0.0304511206342952	0.0395397604503003	0.062538530550918	0.0623258363716759	0.048395896205177	0.0281856548592243	0.0510919805867948	0.0576569105904721	0.0503418997717813	0.0657414960435922	0.0709438135458433	0.0678276459477757	0.0583083034555247	0.0646221258830823	0.0605380695589052	0.0327965597874664	0.0641532284253018	0.0642134553436007	0.0595237809759983	0.0280838178670707	0.0637344377411422	0.0673720611120059	0.0661415278572217	PI(16:0/20:5)-H	(16:0/20:5)	PI	C45 H76 O13 N0 P1	15.68	855.5029	52.83899449	0.126502983
17.37_911.5656m/z	911.5656	17.37	Accucore_C18_neg	2797905.16	0.129434309983466	0.0973006000690633	0.108386494695832	0.116224731762354	0.102827296851991	0.122547361866836	0.113962833039254	0.120800920827148	0.092395797601098	0.127974346574549	0.116458862107666	0.146557894736219	0.120717610888516	0.108754184540781	0.145430130548323	0.155001658923544	0.106882227569697	0.107290442706334	0.113169697293732	0.132582290204722	0.120865879566552	0.115586746779183	0.176842953469979	0.164989744017137	0.148934944491441	0.1225383309379	0.110471979662637	0.0995129189578715	0.130812937682025	0.116152884872333	0.125473955912479	0.104637932819305	0.162307258547995	0.16840826639226	0.165886157412118	PI(18:0/22:5)-H| PI(18:0/22:5)-H	(18:0/22:5)	PI	C49 H84 O13 N0 P1| C49 H84 O13 N0 P1	17.3674800037398| 17.6932982445724	911.565506529999| 911.565506529999	77.819415363883| 13.4413513278911	0.0645193716774616| 0.366367846907406
16.36_857.5180m/z	857.518	16.36	Accucore_C18_neg	1850845.55	0.0675806212132884	0.0700192484102294	0.0687360885720255	0.0948699265901468	0.0912163574135861	0.0610981638489415	0.0572144307907864	0.0479563568072806	0.0659229230559098	0.0601208768958708	0.0482249639765948	0.0703400737331249	0.05294248292404	0.0709736527406475	0.0900232201254241	0.0896144787521302	0.0714188144106136	0.04918942029554	0.0901760151434174	0.0991074817500993	0.0955739447597121	0.0933833104166289	0.104818720696607	0.095026228900263	0.0714331917123687	0.0984255710402495	0.100043657685187	0.0760270511431716	0.0928821918823798	0.103989351537202	0.0973277349990948	0.0446439011686236	0.107930008516743	0.112327775207675	0.110178817374162	PI(16:0/20:4)-H	(16:0/20:4)	PI	C45 H78 O13 N0 P1	16.34	857.5186	73.27595483	0.2400799
18.03_937.5818m/z	937.5818	18.03	Accucore_C18_neg	139197.38	0.00228748993499092	0.00186676360260427	0.00226171265798418	0.00453990609327688	0.00256596127147952	0.0430175968513054	0.0362662763281696	0.0386323082578468	0.00235749938898986	0.0424896613906691	0.0382689178491292	0.00249111442023356	0.0400119205746747	0.00253072838662281	0.00292263546973713	0.00534886602719498	0.00148475864131778	0.0325695400471615	0.00266543283776139	0.00235632439421583	0.00229766694287768	0.00491119978307789	0.00617921091267284	0.00791744540486699	0.00292341210378048	0.00663988026204621	0.00212044333015968	0.00365378487493968	0.00252699073125705	0.00231574731324567	0.0038600122727459	0.0327023244506385	0.0143182408071065	0.014616804165106	0.0141908695171354	PI(20:0/22:6)-H	(20:0/22:6)	PI	C51 H86 O13 N0 P1	18.02	937.5812	6.271673173	0.421211274
16.70_893.5570m/z	893.557	16.7	Accucore_C18_neg	444213.83	0.0120242133691601	0.0145291753881626	0.0146979383608614	0.0261590888848173	0.017577154764487	0.0223847526937313	0.0208136521016987	0.0159725456394284	0.0120293180023031	0.0271444653638061	0.0294482845594318	0.0121480445766221	0.0256989340346605	0.0148009000233533	0.0163875797424382	0.0214168547929832	0.020588660922575	0.0206872189659189	0.0232719898317309	0.0167203075217563	0.0176309313532393	0.024143650991001	0.0383476483757316	0.0284930944378087	0.0139538489389484	0.0313530361815078	0.017174692581377	0.0307915500186355	0.0168115467416101	0.0176192869896557	0.0304852213767701	0.017409486832517	0.0260392034220594	0.0270293182415657	0.0268347151146544	PI(18:1e/22:6)-H	(18:1e/22:6)	PI	C49 H82 O12 N0 P1	16.68	893.5549	10.9744387	0.085888518
17.10_935.5656m/z	935.5656	17.1	Accucore_C18_neg	324531.83	0.00212463782336614	0.00864196745244974	0.00920645126934674	0.0119853675280777	0.00739514405046535	0.0414638572046305	0.037595932931409	0.0385384885733281	0.00944867667783264	0.0391344319360301	0.0431821648170332	0.00227928028490895	0.0399196751505938	0.00940933271957967	0.00209899731852986	0.00695910478644222	0.00149584204317586	0.035357399006912	0.00783759524035005	0.00190138324077089	0.00195892786616032	0.0117030462179539	0.00801472811538192	0.00975446455966087	0.00202309281571229	0.00872255405355316	0.00890534196099547	0.00534745995359127	0.00186430684708529	0.00914342630162494	0.00788034380700803	0.0386031265277359	0.02011575203322	0.0199123850135734	0.0206851178246873	PI(20:1/22:6)-H	(20:1/22:6)	PI	C51 H84 O13 N0 P1	17.14	935.5655	29.79192938	0.173121075
17.37_937.5823m/z	937.5823	17.37	Accucore_C18_neg	52122.47	0.000259452317673125	0.00156264833932724	0.00166344860073962	0.0034788223230547	0.00171837790444571	0.00493837807348941	0.00418099048140758	0.00460380271635223	0.00166943362389371	0.00436954608005625	0.00612648192690005	0.000283105494615346	0.00583156861550836	0.00165682673795305	0.000644373162494757	0.00264568730546036	0.000176876746692947	0.0041904876555855	0.00169264333940453	0.000667842760434357	0.000556852868098307	0.00331615368235437	0.00180252477176564	0.00295531562697322	0.000521458575239237	0.00235716249654907	0.00183802735106975	0.00134320147427982	0.000557881134750375	0.00192386315517722	0.0024568924752802	0.00481531580420684	0.00309977014331664	0.00306161630156345	0.0032897869978296	PI(20:1/22:5)-H	(20:1/22:5)	PI	C51 H86 O13 N0 P1	17.35	937.5812	8.454446045	0.242648392
15.30_905.5200m/z	905.52	15.3	Accucore_C18_neg	72838.14	0.000385046587250184	0.0019227308383274	0.00174366587755843	0.003532898516678	0.00251827763843883	0.0071005772233143	0.00693080429493457	0.00597078794207813	0.00228849600351497	0.00576340493372124	0.00575719656216001	0.000433961233387062	0.00550356313371873	0.00199404979633523	0.000293701121024905	0.00160023525888653	0.00023531508672193	0.00601399737749218	0.00270260282372622	0.000285181946885821	0.000232918458360937	0.00346367763849676	0.00136184952097326	0.00212942750983966	0.000512287912313362	0.00201959380767468	0.00261443344211045	0.00311784179347405	0.000256721120137794	0.00255879194903979	0.00300855791680336	0.00617590667284636	0.00389374814961548	0.00400854771493748	0.00419872060595223	PI(18:2/22:6)-H	(18:2/22:6)	PI	C49 H78 O13 N0 P1	15.31	905.5186	18.70061944	0.449773335
